,Combination,B_I,Ker Len,Duplicate Elem Vect,Duplicate
18262,"(5, 15, 16, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,[-1 1 0 0 0],1
18264,"(5, 15, 16, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
18265,"(5, 15, 16, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18266,"(5, 15, 16, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 1 0 0 1],1
18267,"(5, 15, 16, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,[1 -1 0 0 1],1
18268,"(5, 15, 16, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18269,"(5, 15, 17, 18)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,[-1 1 0 1 0],1
18270,"(5, 15, 17, 19)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,[0 0 0 1 0],1
18271,"(5, 15, 17, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,[-1 1 0 1 0],1
18272,"(5, 15, 17, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,[1 -1 0 1 0],1
18273,"(5, 15, 17, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
18274,"(5, 15, 17, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,[1 -1 0 1 0],1
18275,"(5, 15, 17, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,[-1 1 0 0 0],1
18276,"(5, 15, 17, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 0],1
18278,"(5, 15, 17, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18279,"(5, 15, 17, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 0 1 0],1
18280,"(5, 15, 17, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,[1 -1 0 1 0],1
18281,"(5, 15, 17, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18282,"(5, 15, 18, 19)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,[-1 1 0 1 1],1
18283,"(5, 15, 18, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,[-1 1 0 1 0],1
18284,"(5, 15, 18, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
18285,"(5, 15, 18, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[1 -1 0 -1 1],1
18286,"(5, 15, 18, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[1 -1 0 -1 2],1
18287,"(5, 15, 18, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[1 -1 0 -1 1],1
18288,"(5, 15, 18, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
18289,"(5, 15, 18, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 1 0],1
18290,"(5, 15, 18, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[1 -1 0 -1 1],1
18291,"(5, 15, 18, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 1 0 1 0],1
18292,"(5, 15, 18, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 -1 0 -1 2],1
18293,"(5, 15, 18, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[1 -1 0 -1 1],1
18294,"(5, 15, 19, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,[-1 1 0 0 1],1
18295,"(5, 15, 19, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,[-1 1 0 -1 1],1
18296,"(5, 15, 19, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
18297,"(5, 15, 19, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[-1 1 0 -2 1],1
18298,"(5, 15, 19, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[-1 1 0 -1 1],1
18299,"(5, 15, 19, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 1],1
18300,"(5, 15, 19, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
18301,"(5, 15, 19, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 -1 1],1
18302,"(5, 15, 19, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 0 0 1],1
18303,"(5, 15, 19, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[-1 1 0 -2 1],1
18304,"(5, 15, 19, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 -1 1],1
18305,"(5, 15, 20, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,[-1 1 0 -1 2],1
18306,"(5, 15, 20, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1]])",1,[1 -1 0 -2 1],1
18307,"(5, 15, 20, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
18308,"(5, 15, 20, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
18309,"(5, 15, 20, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 1],1
18310,"(5, 15, 20, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[-1 1 0 1 0],1
18311,"(5, 15, 20, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
18313,"(5, 15, 20, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18314,"(5, 15, 20, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18315,"(5, 15, 21, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[1 -1 0 1 1],1
18316,"(5, 15, 21, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[1 -1 0 1 0],1
18317,"(5, 15, 21, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[-1 1 0 -1 1],1
18318,"(5, 15, 21, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
18319,"(5, 15, 21, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[1 -1 0 1 0],1
18320,"(5, 15, 21, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 0 -1 1],1
18321,"(5, 15, 21, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 1 0 -1 2],1
18322,"(5, 15, 21, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 -1 0 1 0],1
18323,"(5, 15, 21, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 1 0 -1 1],1
18324,"(5, 15, 22, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[1 -1 0 0 1],1
18325,"(5, 15, 22, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[1 -1 0 -1 1],1
18326,"(5, 15, 22, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[1 -1 0 0 1],1
18327,"(5, 15, 22, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 0 1 0],1
18328,"(5, 15, 22, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[1 -1 0 -1 1],1
18329,"(5, 15, 22, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[1 -1 0 -2 1],1
18330,"(5, 15, 22, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[1 -1 0 0 1],1
18331,"(5, 15, 22, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[1 -1 0 -1 1],1
18332,"(5, 15, 23, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
18333,"(5, 15, 23, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[1 -1 0 0 1],1
18334,"(5, 15, 23, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[1 -1 0 1 0],1
18335,"(5, 15, 23, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 0 -1 1],1
18336,"(5, 15, 23, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
18338,"(5, 15, 23, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18339,"(5, 15, 24, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 0],1
18340,"(5, 15, 24, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
18342,"(5, 15, 24, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
18343,"(5, 15, 24, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18345,"(5, 15, 25, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
18346,"(5, 15, 25, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18347,"(5, 15, 25, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 1 0 0 1],1
18348,"(5, 15, 25, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 -1 0 0 1],1
18349,"(5, 15, 25, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18350,"(5, 15, 26, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 0 0 0],1
18351,"(5, 15, 26, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 0 1 0],1
18352,"(5, 15, 26, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[1 -1 0 1 0],1
18353,"(5, 15, 26, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18354,"(5, 15, 27, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[0 0 0 -1 1],1
18355,"(5, 15, 27, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18357,"(5, 15, 28, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18358,"(5, 15, 28, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18359,"(5, 15, 29, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 1, 0, 0], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,[0 0 0 -1 1],1
18360,"(5, 16, 17, 18)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,[-1 1 1 0 0],1
18361,"(5, 16, 17, 19)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,[-1 1 1 0 0],1
18362,"(5, 16, 17, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,[0 0 1 0 0],1
18363,"(5, 16, 17, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,[1 -1 1 0 0],1
18364,"(5, 16, 17, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,[1 -1 1 0 0],1
18365,"(5, 16, 17, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
18366,"(5, 16, 17, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,[-1 1 0 0 0],1
18367,"(5, 16, 17, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 0],1
18368,"(5, 16, 17, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,[-1 1 0 0 0],1
18370,"(5, 16, 17, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,[-1 1 1 0 0],1
18371,"(5, 16, 17, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,[1 -1 1 0 0],1
18372,"(5, 16, 17, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",1,[-1 1 0 0 0],1
18373,"(5, 16, 18, 19)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,[-1 1 1 0 0],1
18374,"(5, 16, 18, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,[-1 1 1 0 1],1
18375,"(5, 16, 18, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
18376,"(5, 16, 18, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[1 -1 -1 0 2],1
18377,"(5, 16, 18, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[1 -1 -1 0 1],1
18378,"(5, 16, 18, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[1 -1 -1 0 1],1
18379,"(5, 16, 18, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
18380,"(5, 16, 18, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,[1 -1 -1 0 1],1
18381,"(5, 16, 18, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,[-1 1 1 0 0],1
18382,"(5, 16, 18, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,[-1 1 1 0 0],1
18383,"(5, 16, 18, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,[1 -1 -1 0 2],1
18384,"(5, 16, 18, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,[1 -1 -1 0 1],1
18385,"(5, 16, 19, 20)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,[-1 1 0 0 1],1
18386,"(5, 16, 19, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,[-1 1 -1 0 2],1
18387,"(5, 16, 19, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [0, 1, 1, 0, 1]])",1,[0 0 -1 0 1],1
18388,"(5, 16, 19, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,[1 -1 -2 0 1],1
18389,"(5, 16, 19, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,[0 0 -1 0 1],1
18390,"(5, 16, 19, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 1],1
18391,"(5, 16, 19, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [1, 1, 1, 0, 1]])",1,[0 0 -1 0 1],1
18392,"(5, 16, 19, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,[-1 1 1 0 0],1
18394,"(5, 16, 19, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18395,"(5, 16, 19, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",1,[0 0 -1 0 1],1
18396,"(5, 16, 20, 21)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,[-1 1 -1 0 1],1
18397,"(5, 16, 20, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1]])",1,[-1 1 -2 0 1],1
18398,"(5, 16, 20, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
18399,"(5, 16, 20, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",1,[-1 1 -1 0 1],1
18400,"(5, 16, 20, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,[-1 1 0 0 1],1
18401,"(5, 16, 20, 26)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,[-1 1 -1 0 1],1
18402,"(5, 16, 20, 27)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",1,[0 0 1 0 0],1
18403,"(5, 16, 20, 28)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",1,[-1 1 0 0 1],1
18404,"(5, 16, 20, 29)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",1,[-1 1 -2 0 1],1
18405,"(5, 16, 20, 30)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,[-1 1 -1 0 1],1
18406,"(5, 16, 21, 22)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1]])",1,[1 -1 1 0 0],1
18407,"(5, 16, 21, 23)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1]])",1,[1 -1 1 0 1],1
18408,"(5, 16, 21, 24)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1]])",1,[-1 1 -1 0 1],1
18409,"(5, 16, 21, 25)","Matrix([[1, 1, 0, 0, 0], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0]])",1,[0 0 0 0 1],1
