,Combination,B_I,Ker Len,Elementary Vector,Duplicate,Group
17149,"(5, 8, 14, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(-1, 1, 1, -1, 1)",1,296.0
17150,"(5, 8, 14, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, -1, 1)",1,274.0
17151,"(5, 8, 14, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",2,,0,
17152,"(5, 8, 14, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, 1, -1, 1)",1,296.0
17153,"(5, 8, 14, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, -1, -1, 1)",1,274.0
17154,"(5, 8, 14, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17155,"(5, 8, 15, 16)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 0]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17156,"(5, 8, 15, 17)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17157,"(5, 8, 15, 18)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 0]])",1,"(-1, 1, 0, 1, 1)",1,291.0
17158,"(5, 8, 15, 19)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 0, 1, 0, 1]])",2,,0,
17159,"(5, 8, 15, 20)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 0, 0, 1, 1]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17160,"(5, 8, 15, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 0]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17161,"(5, 8, 15, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17162,"(5, 8, 15, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [0, 1, 0, 1, 1]])",1,"(-1, 1, 0, -2, 1)",1,285.0
17163,"(5, 8, 15, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [0, 0, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17164,"(5, 8, 15, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 0]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17165,"(5, 8, 15, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17166,"(5, 8, 15, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17167,"(5, 8, 15, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 0, 1, 1, 1]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17168,"(5, 8, 15, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [0, 1, 1, 1, 1]])",1,"(-1, 1, 0, -2, 1)",1,285.0
17169,"(5, 8, 15, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 0], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17170,"(5, 8, 16, 17)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 1, 0, 0, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17171,"(5, 8, 16, 18)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 0, 1, 1, 0]])",1,"(-1, 1, 1, 0, 1)",1,299.0
17172,"(5, 8, 16, 19)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 0, 1, 0, 1]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17173,"(5, 8, 16, 20)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 0, 0, 1, 1]])",2,,0,
17174,"(5, 8, 16, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [0, 1, 1, 1, 0]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17175,"(5, 8, 16, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [0, 1, 1, 0, 1]])",1,"(-1, 1, -2, 0, 1)",1,264.0
17176,"(5, 8, 16, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17177,"(5, 8, 16, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [0, 0, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17178,"(5, 8, 16, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 1, 1, 1, 0]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17179,"(5, 8, 16, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17180,"(5, 8, 16, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17181,"(5, 8, 16, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 0, 1, 1, 1]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17182,"(5, 8, 16, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [0, 1, 1, 1, 1]])",1,"(-1, 1, -2, 0, 1)",1,264.0
17183,"(5, 8, 16, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 0], [1, 1, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17184,"(5, 8, 17, 18)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
17185,"(5, 8, 17, 19)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17186,"(5, 8, 17, 20)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17187,"(5, 8, 17, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [0, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
17188,"(5, 8, 17, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17189,"(5, 8, 17, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17190,"(5, 8, 17, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [0, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17191,"(5, 8, 17, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
17192,"(5, 8, 17, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17193,"(5, 8, 17, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17194,"(5, 8, 17, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17195,"(5, 8, 17, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17196,"(5, 8, 17, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 0, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17197,"(5, 8, 18, 19)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1]])",1,"(-1, 1, 0, 1, 1)",1,291.0
17198,"(5, 8, 18, 20)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [1, 0, 0, 1, 1]])",1,"(-1, 1, 1, 0, 1)",1,299.0
17199,"(5, 8, 18, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
17200,"(5, 8, 18, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 1, 0, 1]])",1,"(-1, 1, -2, 3, 1)",0,270.0
17201,"(5, 8, 18, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 0, 1, 1]])",1,"(-1, 1, 3, -2, 1)",0,306.0
17202,"(5, 8, 18, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [0, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17203,"(5, 8, 18, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
17204,"(5, 8, 18, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 2, 1)",1,283.0
17205,"(5, 8, 18, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 2, -1, 1)",1,304.0
17206,"(5, 8, 18, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17207,"(5, 8, 18, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17208,"(5, 8, 18, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17209,"(5, 8, 19, 20)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 0, 0, 1, 1]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17210,"(5, 8, 19, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17211,"(5, 8, 19, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17212,"(5, 8, 19, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 0, 1, 1]])",1,"(-1, 1, 0, -2, 1)",1,285.0
17213,"(5, 8, 19, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [0, 0, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17214,"(5, 8, 19, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 0]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17215,"(5, 8, 19, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17216,"(5, 8, 19, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17217,"(5, 8, 19, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17218,"(5, 8, 19, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, 0, -2, 1)",1,285.0
17219,"(5, 8, 19, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17220,"(5, 8, 20, 21)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 1, 0]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17221,"(5, 8, 20, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 0, 1]])",1,"(-1, 1, -2, 0, 1)",1,264.0
17222,"(5, 8, 20, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17223,"(5, 8, 20, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [0, 0, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17224,"(5, 8, 20, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17225,"(5, 8, 20, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17226,"(5, 8, 20, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17227,"(5, 8, 20, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, 0, 0, 1)",1,289.0
17228,"(5, 8, 20, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, -2, 0, 1)",1,264.0
17229,"(5, 8, 20, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17230,"(5, 8, 21, 22)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 0, 1]])",1,"(-1, 1, -2, 1, 1)",1,266.0
17231,"(5, 8, 21, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [0, 1, 0, 1, 1]])",1,"(-1, 1, 1, -2, 1)",1,293.0
17232,"(5, 8, 21, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [0, 0, 1, 1, 1]])",2,,0,
17233,"(5, 8, 21, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
17234,"(5, 8, 21, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17235,"(5, 8, 21, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17236,"(5, 8, 21, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17237,"(5, 8, 21, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17238,"(5, 8, 21, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",2,,0,
17239,"(5, 8, 22, 23)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [0, 1, 0, 1, 1]])",1,"(-1, 1, -2, -2, 1)",0,260.0
17240,"(5, 8, 22, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [0, 0, 1, 1, 1]])",1,"(-1, 1, -2, 1, 1)",1,266.0
17241,"(5, 8, 22, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 0]])",1,"(-1, 1, -2, 2, 1)",1,269.0
17242,"(5, 8, 22, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 0, 1]])",1,"(0, 0, 0, 1, 0)",1,369.0
17243,"(5, 8, 22, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, -2, -1, 1)",1,262.0
17244,"(5, 8, 22, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, -2, 2, 1)",1,269.0
17245,"(5, 8, 22, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, -2, 0, 1)",1,264.0
17246,"(5, 8, 22, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, -2, 1, 1)",1,266.0
17247,"(5, 8, 23, 24)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1], [0, 0, 1, 1, 1]])",1,"(-1, 1, 1, -2, 1)",1,293.0
17248,"(5, 8, 23, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 0]])",1,"(-1, 1, 2, -2, 1)",1,303.0
17249,"(5, 8, 23, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, -2, 1)",1,272.0
17250,"(5, 8, 23, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 0, 1, 1]])",1,"(0, 0, 1, 0, 0)",1,371.0
17251,"(5, 8, 23, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, 2, -2, 1)",1,303.0
17252,"(5, 8, 23, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, 0, -2, 1)",1,285.0
17253,"(5, 8, 23, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, 1, -2, 1)",1,293.0
17254,"(5, 8, 24, 25)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 0]])",1,"(0, 0, -1, 1, 0)",1,365.0
17255,"(5, 8, 24, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17256,"(5, 8, 24, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17257,"(5, 8, 24, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1], [1, 0, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17258,"(5, 8, 24, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17259,"(5, 8, 24, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",2,,0,
17260,"(5, 8, 25, 26)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 0, 1]])",1,"(-1, 1, -1, 1, 1)",1,280.0
17261,"(5, 8, 25, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0], [1, 1, 0, 1, 1]])",1,"(-1, 1, 1, -1, 1)",1,296.0
17262,"(5, 8, 25, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0], [1, 0, 1, 1, 1]])",2,,0,
17263,"(5, 8, 25, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17264,"(5, 8, 25, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 1, 0], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17265,"(5, 8, 26, 27)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 1], [1, 1, 0, 1, 1]])",1,"(-1, 1, -1, -1, 1)",1,274.0
17266,"(5, 8, 26, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, -1, 1, 1)",1,280.0
17267,"(5, 8, 26, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, -1, -1, 1)",1,274.0
17268,"(5, 8, 26, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 1, 0, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, -1, 0, 1)",1,277.0
17269,"(5, 8, 27, 28)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 1], [1, 0, 1, 1, 1]])",1,"(-1, 1, 1, -1, 1)",1,296.0
17270,"(5, 8, 27, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 1], [0, 1, 1, 1, 1]])",1,"(-1, 1, -1, -1, 1)",1,274.0
17271,"(5, 8, 27, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 1, 0, 1, 1], [1, 1, 1, 1, 1]])",1,"(-1, 1, 0, -1, 1)",1,286.0
17272,"(5, 8, 28, 29)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 1], [0, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17273,"(5, 8, 28, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17274,"(5, 8, 29, 30)","Matrix([[1, 1, 0, 0, 0], [1, 0, 0, 0, 1], [0, 1, 1, 1, 1], [1, 1, 1, 1, 1]])",1,"(0, 0, -1, 1, 0)",1,365.0
17275,"(5, 9, 10, 11)","Matrix([[1, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 1, 0], [0, 1, 0, 0, 1]])",1,"(1, -1, 1, 1, 1)",0,481.0
17276,"(5, 9, 10, 12)","Matrix([[1, 1, 0, 0, 0], [0, 1, 1, 0, 0], [0, 1, 0, 1, 0], [0, 0, 1, 1, 0]])",1,"(0, 0, 0, 0, 1)",1,368.0
